title,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
Microservices Architecture on Google App Engine,Reactive log stream processing with RxJava - Part I,Building a Team from the Inside Out: Alok Gupta on the Evolution of Data Science at Airbnb,Taking Microservices Home - NGINX,Migrating to the New Java 8 Date Time API | Baeldung,Google Cloud Platform's preemptible VMs are now up to 33% cheaper
Como a Microsoft está trabalhando com o conceito de IoT - Startupi,These gloves can convert sign language into spoken English,"Cheap, Rugged Sweat-Sensing Skin Patch Hints at Bloodless Testing",Skully officially admits it's over,Conheça a patente do Google que prevê entregas por drones - Startupi,Grow fast or die slow: Focusing on customer success to drive growth
"Hello, TensorFlow!",The AI business landscape,"Swarm A.I. Correctly Predicts the Kentucky Derby, Accurately Picking all Four Horses of the Superfecta at 540 to 1 Odds","DARPA Goes ""Meta"" with Machine Learning for Machine Learning",Google Calendar for Android can now find meeting times that work for everyone,Why Google App Engine rocks: A Google engineer's take
[Tools] Planejamento Pessoal a Vista,[Books] Biblioteca FIXE: Sugestões de Leitura,Why Deep Learning Is Suddenly Changing Your Life,Terms Aggregation in Elastic Search,O RH chega ao board,8 Best Machine Learning Cheat Sheets
Who sponsors Drupal development? | Dries Buytaert,Cognizant Named a Digital Transformation Leader in the Life Science Industry,How AWS came to be,Globant acquires WAE to continue advancing in the creation of digital journeys,Five things to include in your digital transformation playbook,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together
#FinTech is all about human-centred design - Chris Skinner's blog,O tênue equilíbrio da equipe que desenha produtos digitais,Chatbots: Are they better without the chat?,Críticas de design: dizendo as coisas que precisam ser ditas,How Mature is Your Organization when it Comes to UX?,Campus São Paulo: conheça a primeira turma do Programa de Residentes
New Sessions Added To Google I/O 2016 Schedule,Deep learning software knows that a rose is a rose is a rosa rubiginosa,What SWAG will Google I/O 2016 attendees take home?,"Apple acquires Turi, a machine learning company","Meet Parsey's Cousins: Syntax for 40 languages, plus new SyntaxNet capabilities",Exclusive: Why Microsoft is betting its future on AI
NTT to buy Dell's services division for $3.05 billion,Unilever Buys Dollar Shave Club for $1 Billion,GE Digital snags ServiceMax for $915 million,"Have a Coke, take a photo and celebrate the Coke bottle's 100th anniversary using How-Old.net",The barbell effect of machine learning.,Two Different Sales Motions . . . .
"Meet Bozoma Saint John, the Apple executive who stole the show at WWDC",Apple is working on an AI system that wipes the floor with Google and everyone else,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,Joel on Software,Ordering coffee in Italy: the 10 commandments,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts"
Innovation is in all the wrong places,The Competitive Landscape for Machine Intelligence,Understanding the Twitter topic Tracker,Exclusive: Why Microsoft is betting its future on AI,This Super Accurate Portrait Selection Tech Uses Neural Networks,The emerging Darwinian approach to analytics and augmented intelligence
5 formas de tornar-se um Mestre em planejamento com o Portfolio for JIRA,[eBook] Enxugando a máquina - Paulo Caroli,"[Situation Wall] Jamboard - the whiteboard, reimagined for collaboration in the cloud",NTT to buy Dell's services division for $3.05 billion,Onde está o duplo diamante do DT em projetos ágeis,[Free Course] Running Valuable Design Sprints - University of Virginia | Coursera
Anti-If: The missing patterns,Ubuntu recebe suporte ao React Native e aplicativos de Android e iOS poderão chegar ao sistema,Berners-Lee quer criar outra Web,Chrome OS now has Material Design for the desktop,You don't talk about refactoring club,What Color is Your Function?
Dez habilidades profissionais mais valorizadas em projetos de Internet das Coisas - CIO,"Inatel lança seu Smart Campus, um laboratório vivo para demonstração de projetos na área de IoT - Startupi",Uma arquitetura de referência para a Internet das Coisas - Parte 1,Nova pulseira tecnológica avisa se você já bebeu demais,Webinar: A Internet das Coisas no Brasil,Governo abre consulta pública para Plano Nacional de IoT | NOTÍCIAS - Brasscom
From Google to the world: the Kubernetes origin story,"Secret's founder returns with Bold, a Medium for enterprise","Franz - from idea to 10,000 daily active users in 26 days - Meet Franz",The AI business landscape,Teaching machines to predict the future,"Cheap, Rugged Sweat-Sensing Skin Patch Hints at Bloodless Testing"
"SINAIS do FUTURO imediato: #1, internet das coisas",Building an Angular 2 Application for Production,Supercharge Java Auth with JSON Web Tokens (JWTs) | Baeldung,A Baseline for Hybrid Mobile Developers,Qualcomm's deep learning SDK will mean more AI on your smartphone,Plano Nacional de IoT chega em março com parceria entre MCTIC e BNDES
Nintendo to Release Mini NES with 30 Pre-Loaded Games in November!,Elasticsearch: CSV exporter for Kibana Discover,Globo G1 lança Bot para o Telegram que te ajuda a estudar para o Enem,Apenas US$ 59: Nintendo anuncia o relançamento do Nintendinho com 30 jogos na memória,Novo Honda Civic é eleito o carro mais seguro dos EUA,Cordova iOS Performance Improvements: Drop-in Speed with WKWebView
Ranking das maiores seguradoras da Europa - 2015 | Sonho Seguro,An incumbent's guide to digital disruption,Itaú vende carteira de vida para Prudential | Sonho Seguro,InsurTech: changing the world of risk - Chris Skinner's blog,CNseg anuncia os finalistas da 6ª edição do Prêmio de Inovação em Seguros - Sonho Seguro,Making digital strategy a reality in insurance
Samsung lança dispositivo para deixar carro conectado a partir de chip 4G - Link - Estadão,"Build your own scalable, location analysis platform with Google Cloud Platform and Maps APIs",Honda e Softbank desenvolverão sistema de IA para ajudar os motoristas,Empresas intensificam operações de barter diante da dificuldade de crédito,Apple and Google Are Teaming Up to Kill Robocalls Forever,How to finish 3D printed PLA objects
Mercado de Cosméticos no Brasil - Setor que não conhece crise!,Falling for Web Components,Não existe frete grátis!,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,"Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine",Taco Bell chega ao Brasil no segundo semestre desse ano
Quando o Scrum irá falhar - Tableless,"How to Build and Publish ES6 Modules Today, with Babel and Rollup",Introducing DeepText: Facebook's text understanding engine,Microsoft and HackerRank bring executable code snippets to Bing's search results pages,Accidental discovery could help batteries last years longer,Vision API - Image Content Analysis
"Apple acquires Turi, a machine learning company",Deep learning software knows that a rose is a rose is a rosa rubiginosa,"Meet Parsey's Cousins: Syntax for 40 languages, plus new SyntaxNet capabilities",DeepMind moves to TensorFlow,New Sessions Added To Google I/O 2016 Schedule,How Mark Zuckerberg Led Facebook's War to Crush Google Plus
How Airbnb uses Machine Learning to Detect Host Preferences - Airbnb Engineering & Data Science,Designing smart notifications,How Mark Zuckerberg Led Facebook's War to Crush Google Plus,The emerging Darwinian approach to analytics and augmented intelligence,Exclusive: Why Microsoft is betting its future on AI,New Sessions Added To Google I/O 2016 Schedule
Drupal and ambitious digital experiences,"There will be a Drupal 9, and here is why",Hacked Website Report - 2016/Q3,Dries Buytaert: Advancing Drupal's web services,14 Cool Drupal 8 modules for site builders | August 2016,WeChat's competitor to Slack has arrived
"Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre",Here's How L'Oréal Plans To Continue Its Digital Innovation,Meet the new Brazilian consumer,Conselho da SABMiller aceita proposta de compra da AB InBev,Elasticsearch: CSV exporter for Kibana Discover,Gartner Reprint
Changing change management,Google acquires deep search engine Kifi to enhance its Spaces group chat app,Buscas on-line por carros têm expansão de 43% no 1º trimestre,Apple and Google Are Teaming Up to Kill Robocalls Forever,The economic essentials of digital strategy,"Microsoft adquire LinkedIn por US$ 26,2 bilhões"
Live asynchronously.,Client-side ranking to more efficiently show people stories in feed,O manual do deboísta corporativo,Mimo baby monitor helps parents get more sleep,Seniority,"Meet Mycroft, the open source AI who wants to rival Siri, Cortana, and Alexa | ZDNet"
Alecrim/AlecrimCoreData,Ordering coffee in Italy: the 10 commandments,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",Joel on Software,"Google Cloud Dataproc - the fast, easy and safe way to try Spark 2.0-preview | Google Cloud Big Data and Machine Learning Blog",WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday
Algorithms and architecture for job recommendations,Graph-powered Machine Learning at Google,Services | RaRe Technologies,Machine Learning Is No Longer Just for Experts,"Meet Parsey's Cousins: Syntax for 40 languages, plus new SyntaxNet capabilities",AI Is Here to Help You Write Emails People Will Actually Read
What the JIT!? Anatomy of the OpenJDK HotSpot VM,It's Time to Unlearn Everything You Know About Java Exceptions | Takipi Blog,"The code that took America to the moon was just published to GitHub, and it's like a 1960s time capsule",Revista PROGRAMAR nº 53 - Agosto de 2016,Spring DAO vs Spring ORM vs Spring JDBC,Visa vai testar nas Olimpíadas do Rio um anel para pagamentos
Speeding up ReSharper (and Visual Studio),The Internet of Things is looking for its VisiCalc,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,Nintendo has doubled in value since Pokémon Go's release,How enterprise architects can help ensure success with digital transformations,'We've realized a ten-year strategy goal in one year'
Jenkins 2.0 is here!,Windows Subsystem for Linux Overview,"GitHub broke my 1,000 day streak - Free Code Camp",Announcing SyntaxNet: The World's Most Accurate Parser Goes Open Source,4 Blockchain Macro Trends: Where to Place Your Bets,"Dropbox open-sources Lepton, a compression algorithm that cuts JPEG file size by 22%"
Campanha do Dicionário Houaiss pretende mudar a definição de família,"No ""Altas Horas"", garoto filho de casal homoafetivo dá lição contra a homofobia",Estudante de Direito dá lição em colegas após virar piada entre eles,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss",Amor sem fronteiras: série de fotos retrata casais gays pelo mundo,"No dia das mães, Avon lança campanha com mãe de jovem gay"
